BookName,Title,Author,ImageBook,CategoryId,ISBN,PublishedDate
The Economist,The Economist,,http://books.google.com/books/content?id=r3o5AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Commerce,,1914
"Chambers's Journal of Popular Literature, Science and Arts","Chambers's Journal of Popular Literature, Science and Arts",,http://books.google.com/books/content?id=MIkhAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Humanities,,1910
CorelDRAW 8 Bible,CorelDRAW 8 Bible,Deborah Miller,http://books.google.com/books/content?id=WYuPIiOhR10C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,0764531832,1998
Lancashire Parish Register Society,Lancashire Parish Register Society,,http://books.google.com/books/content?id=6zx8HDaAvK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Lancashire (England),,1899
The Pedigree and History of the Washington Family,The Pedigree and History of the Washington Family,Albert Welles,http://books.google.com/books/content?id=dZw-AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1879
South: the Story of Shackleton's Last Expedition 1914-1917,South: the Story of Shackleton's Last Expedition 1914-1917,Sir Ernest Henry Shackleton,http://books.google.com/books/content?id=TLONqP0CaREC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Antarctica,,1919
The King's Royal Rifle Corps Chronicle,The King's Royal Rifle Corps Chronicle,,http://books.google.com/books/content?id=ly2Gj0dRvaAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1910
Herefordshire Cricket,Herefordshire Cricket,Edwyn Anthony,http://books.google.com/books/content?id=740kx5Iy-mEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cricket,,1903
Transactions,Transactions,Liverpool Economic and Statistical Society,http://books.google.com/books/content?id=GHMzAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1913
The First Year's Working of the Liverpool Docks Scheme,The First Year's Working of the Liverpool Docks Scheme,"Richard Williams (B.A.), Liverpool Economic and Statistical Society",http://books.google.com/books/content?id=5ylLAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Casual labor,,1914
The Registers of the Parish Church of Whittington in the County of Lancaster,The Registers of the Parish Church of Whittington in the County of Lancaster,"Whittington, Eng. (Lancashire). Parish",http://books.google.com/books/content?id=C4xAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Lancashire (England),,1899
The Law List of Australasia,The Law List of Australasia,,http://books.google.com/books/content?id=Ln40AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Courts,,1882
Canadian Shorthorn Herd Book,Canadian Shorthorn Herd Book,Canadian Shorthorn Association,http://books.google.com/books/content?id=qrZOAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cattle,,1904
The English Reports: King's Bench Division,The English Reports: King's Bench Division,,http://books.google.com/books/content?id=i5NDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1911
The Strand Magazine,The Strand Magazine,Sir George Newnes,http://books.google.com/books/content?id=fnFPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1891
Parliamentary Debates,Parliamentary Debates,New South Wales. Parliament,http://books.google.com/books/content?id=8dk_AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1886
Admissions to the College of St. John the Evangelist in the University of Cambridge,Admissions to the College of St. John the Evangelist in the University of Cambridge,St. John's College (University of Cambridge),http://books.google.com/books/content?id=Qm0gl_qnUN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,1931
Tramway and Railway World,Tramway and Railway World,,http://books.google.com/books/content?id=XpFDAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Electric railroads,,1915
Government Gazette,Government Gazette,New South Wales,http://books.google.com/books/content?id=ZUVRAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,New South Wales,,1875
"The English Dialect Dictionary, Being the Complete Vocabulary of All Dialect Words Still in Use, Or Known to Have Been in Use During the Last Two Hundred Years: D-G","The English Dialect Dictionary, Being the Complete Vocabulary of All Dialect Words Still in Use, Or Known to Have Been in Use During the Last Two Hundred Years: D-G",Joseph Wright,http://books.google.com/books/content?id=90MOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,English language,,1900
The Law Journal for the Year 1832-1949,The Law Journal for the Year 1832-1949,,http://books.google.com/books/content?id=H3oDAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
"Gray Hat Hacking: The Ethical Hacker's Handbook, Fifth Edition","Gray Hat Hacking: The Ethical Hacker's Handbook, Fifth Edition","Daniel Regalado, Shon Harris, Allen Harper, Chris Eagle, Jonathan Ness, Branko Spasojevic, Ryan Linn, Stephen Sims",http://books.google.com/books/content?id=xsZaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781260108422,2018-04-05
International Business Management,International Business Management,Richard D. Robinson,http://books.google.com/books/content?id=lQKIFwMdhjMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Business & Economics,003040181X,1978
CorelDRAW 9,CorelDRAW 9,"Foster D. Coburn, Pete McCormick",http://books.google.com/books/content?id=1mdN8JcgiBwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,0072119861,1999
Learn Docker – Fundamentals of Docker 19.x,Learn Docker – Fundamentals of Docker 19.x,Gabriel N. Schenker,http://books.google.com/books/content?id=CeTWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781838641207,2020-03-13
The Australasian Pastoralists' Review,The Australasian Pastoralists' Review,,http://books.google.com/books/content?id=Ps05AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1900
Vanity Fair,Vanity Fair,,http://books.google.com/books/content?id=9V5HAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1893
"The Law Times Reports of Cases Decided in the House of Lords, the Privy Council, the Court of Appeal ... [new Series].","The Law Times Reports of Cases Decided in the House of Lords, the Privy Council, the Court of Appeal ... [new Series].",,http://books.google.com/books/content?id=Jh5HAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Chambers's Journal,Chambers's Journal,,http://books.google.com/books/content?id=TUeD_0Y3_s4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1910
The Law Times Reports,The Law Times Reports,,http://books.google.com/books/content?id=JBFDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Chambers's Edinburgh Journal,Chambers's Edinburgh Journal,,http://books.google.com/books/content?id=84FTAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,British periodicals,,1910
"Annual Report of the Under Secretary for Mines to the ... Minister for Mines, Including the Reports of the Wardens, Inspectors of Mines, Government Geologist, Government Analyst, and Other Reports, for the Year ...","Annual Report of the Under Secretary for Mines to the ... Minister for Mines, Including the Reports of the Wardens, Inspectors of Mines, Government Geologist, Government Analyst, and Other Reports, for the Year ...",Queensland. Department of Mines,http://books.google.com/books/content?id=KOQRAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Mineral industries,,1907
Medical and surgical history of the civil war,Medical and surgical history of the civil war,,http://books.google.com/books/content?id=sn4VJn9FQ-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Medicine,,1879
The Medical and Surgical History of the War of the Rebellion (1861-1865),The Medical and Surgical History of the War of the Rebellion (1861-1865),Barnes,http://books.google.com/books/content?id=NKuoADC2ip8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1879
Australian Journal of Jewish Studies,Australian Journal of Jewish Studies,,http://books.google.com/books/content?id=UKQwAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Australia,,2003
Ousmane Sembène,Ousmane Sembène,Samba Gadjigo,http://books.google.com/books/content?id=fH80AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography & Autobiography,,2010
The Musical Herald,The Musical Herald,,http://books.google.com/books/content?id=r_RLAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Music,,1903
Punch,Punch,"Mark Lemon, Henry Mayhew, Tom Taylor, Shirley Brooks, Francis Cowley Burnand, Owen Seaman",http://books.google.com/books/content?id=QwIDAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Caricatures and cartoons,,1919
The Dramatic Year Book for ... 1891,The Dramatic Year Book for ... 1891,Charles Smith Cheltnam,http://books.google.com/books/content?id=ZEjOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Actors,,1892
Dictionary of Business Biography,Dictionary of Business Biography,David J. Jeremy,http://books.google.com/books/content?id=io3sAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Businessmen,,1984
The British Library General Catalogue of Printed Books to 1975,The British Library General Catalogue of Printed Books to 1975,"British Library (London), Jim Emmett",http://books.google.com/books/content?id=Lx_hAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Reference,,1981
Dictionary of Business Biography: D-G,Dictionary of Business Biography: D-G,David J Jeremy,http://books.google.com/books/content?id=4MlPAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Businessmen,,1984
Sharing the Park,Sharing the Park,Central Land Council (Australia),http://books.google.com/books/content?id=7eMXAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Social Science,,1991
"RHCSA Red Hat Enterprise Linux 9 Certification Study Guide, Eighth Edition (Exam EX200)","RHCSA Red Hat Enterprise Linux 9 Certification Study Guide, Eighth Edition (Exam EX200)","Michael Jang, Alessandro Orsaria",http://books.google.com/books/content?id=f1TpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781260462081,2023-12-20
The Musical Times & Singing-class Circular,The Musical Times & Singing-class Circular,,http://books.google.com/books/content?id=eJ8hWakEigIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Music,,1911
The Musical Times and Singing-class Circular,The Musical Times and Singing-class Circular,,http://books.google.com/books/content?id=hvLhw6KckNoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Music,,1911
Historic Buildings of Australia: Historic homesteads of Australia,Historic Buildings of Australia: Historic homesteads of Australia,Australian Council of National Trusts,http://books.google.com/books/content?id=pm7sAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Architecture,,1969
London Magazine,London Magazine,"John Lehmann, Alan Ross",http://books.google.com/books/content?id=gydPAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,English literature,,1965
CorelDRAWTM 10: The Official Guide,CorelDRAWTM 10: The Official Guide,Steve Bain,http://books.google.com/books/content?id=sIcmVLTzr5sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,9780072192179,2001-01-08
"History and Directory of Warren County, New Jersey","History and Directory of Warren County, New Jersey",Frank Shampanore,http://books.google.com/books/content?id=zvVOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Warren County (N.J.),,1929
CorelDRAW X6 The Official Guide,CorelDRAW X6 The Official Guide,Gary David Bouton,http://books.google.com/books/content?id=QlCUuZWtDs8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780071790116,2012-09-06
Fundamentals of Criminal Law,Fundamentals of Criminal Law,Paul H. Robinson,http://books.google.com/books/content?id=MnlHAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Law,,1995
A Genealogical and Heraldic History of the Landed Gentry of Great Britain & Ireland,A Genealogical and Heraldic History of the Landed Gentry of Great Britain & Ireland,Bernard Burke,http://books.google.com/books/content?id=Ym3d0u5DZc0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Gentry,,1894
Les dockers,Les dockers,"Jean Doménichino, Jean-Marie Guillon",http://books.google.com/books/content?id=G2WaAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Harbors,,2001
Commonwealth Arbitration Reports,Commonwealth Arbitration Reports,Australia. Commonwealth Court of Conciliation and Arbitration,http://books.google.com/books/content?id=15FPAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Arbitration, Industrial",,1928
Flight,Flight,,http://books.google.com/books/content?id=XSWIMM080uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Aeronautics,,1957
Australasian Biographical Index,Australasian Biographical Index,Victor Herrero Mediavilla,http://books.google.com/books/content?id=upsUAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography & Autobiography,,1996
The Motor Men,The Motor Men,Peter King,http://books.google.com/books/content?id=zELMNE5rT0sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automobile industry and trade,1870948238,1989
The Mechanical Eye in Australia,The Mechanical Eye in Australia,"Alan Davies, Peter Stanbury",http://books.google.com/books/content?id=iY7bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Art,,1985
Media Information Australia,Media Information Australia,,http://books.google.com/books/content?id=MP8cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Communication,,1991
"Herapath's Railway Magazine, Commercial Journal, and Scientific Review","Herapath's Railway Magazine, Commercial Journal, and Scientific Review",,http://books.google.com/books/content?id=dlVCAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Railroads,,1903
Over the Bridge & Other Plays,Over the Bridge & Other Plays,Sam Thompson,http://books.google.com/books/content?id=kCMeAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Drama,,1997
Over the Bridge & Other Plays,Over the Bridge & Other Plays,Sam Thompson,http://books.google.com/books/content?id=kCMeAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Drama,,1997
Literature and Aesthetics,Literature and Aesthetics,,http://books.google.com/books/content?id=aAzzAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Aesthetics,,1995
Norah,Norah,Lady Norah Docker,http://books.google.com/books/content?id=MsQ8AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography & Autobiography,,1969
CorelDRAW X8: The Official Guide,CorelDRAW X8: The Official Guide,Gary David Bouton,http://books.google.com/books/content?id=mDjmDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781259860218,2017-02-03
CorelDRAW 11,CorelDRAW 11,Steve Bain,http://books.google.com/books/content?id=9XUUAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,,2002
ASCALF Bulletin,ASCALF Bulletin,Association for the Study of Caribbean and African Literature in French,http://books.google.com/books/content?id=P87xAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,African literature,,1995
AWS Certified Developer Associate All-in-One Exam Guide (Exam DVA-C01),AWS Certified Developer Associate All-in-One Exam Guide (Exam DVA-C01),Kamesh Ganesan,http://books.google.com/books/content?id=3igKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781260460186,2020-11-27
The Law Journal Reports,The Law Journal Reports,Henry D. Barton,http://books.google.com/books/content?id=3JYsAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Law reports, digests, etc",,1878
Australian Literary Studies,Australian Literary Studies,,http://books.google.com/books/content?id=QptDAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Australian literature,,1985
Span,Span,,http://books.google.com/books/content?id=ZIonAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,English literature,,1993
